1, 30.895357, 8.616140, 23.918798, 3.300324, 3.207404, 1.796787,-0.677745, 0.469171, -0.566163, 0.613100, 0.785646, -0.082880,-0.405919, 0.403286, 0.820116
2, 3.661585, 13.131098, 18.173780, 0.886623, 0.628873, 0.427816,-0.264131, 0.841384, -0.471495, -0.123062, 0.455460, 0.881710,-0.956604, -0.290910, 0.016759
3, 42.980422, 26.477410, 14.326807, 1.418949, 0.794614, 0.443589,0.303651, 0.842503, 0.444955, -0.640264, -0.165411, 0.750134,-0.705591, 0.512668, -0.489197
4, 18.422288, 40.965939, 6.757937, 3.207922, 1.967047, 1.089990,-0.274259, -0.913708, -0.299867, 0.960445, -0.244611, -0.133086,-0.048250, 0.324506, -0.944652
5, 17.625000, 44.250000, 9.212500, 1.066741, 0.700321, 0.228218,0.000000, -0.994015, 0.109247, 0.000000, 0.109247, 0.994015,1.000000, 0.000000, 0.000000
6, 42.822852, 24.010452, 18.202732, 6.403878, 3.456635, 1.229723,0.248908, -0.887787, -0.387143, 0.583512, -0.181576, 0.791546,0.773019, 0.422925, -0.472838
7, 37.913887, 6.570456, 13.749335, 3.128837, 2.264052, 1.525303,-0.151074, 0.971692, -0.181634, -0.881326, -0.049180, 0.469942,0.447706, 0.231075, 0.863808
8, 44.672833, 3.840544, 9.310151, 3.438640, 2.398197, 1.579106,0.101749, 0.094045, 0.990355, 0.465229, 0.875454, -0.130932,-0.879323, 0.474064, 0.045324
9, 23.873540, 29.345438, 14.047993, 2.087157, 1.758211, 1.593199,-0.172052, 0.983308, -0.059188, -0.129296, 0.037022, 0.990915,0.976566, 0.178141, 0.120768
10, 5.100242, 10.847312, 10.310248, 3.364660, 2.233412, 2.099015,-0.545988, -0.724539, 0.420643, 0.334719, 0.271624, 0.902321,0.768024, -0.633453, -0.094214
11, 31.767483, 28.070804, 23.701923, 2.231617, 1.245337, 0.560415,-0.488365, -0.752577, -0.441732, 0.786312, -0.599031, 0.151245,0.378435, 0.273476, -0.884306
