2353
Grain_ID,Active,AspectRatios_0,AspectRatios_1,AvgQuats_0,AvgQuats_1,AvgQuats_2,AvgQuats_3,AxisEulerAngles_0,AxisEulerAngles_1,AxisEulerAngles_2,AxisLengths_0,AxisLengths_1,AxisLengths_2,Centroids_0,Centroids_1,Centroids_2,EquivalentDiameters,EulerAngles_0,EulerAngles_1,EulerAngles_2,NumCells,NumNeighbors,Omega3s,ParentIds,Phases,SurfaceFields,Volumes
708,1,0.813634,0.544017,0.0321826,-0.138565,0.341155,0.929181,5.17497,0.495551,2.39408,3.2651,2.6566,1.77627,18.3959,36.9871,1.38063,4.82919,5.29248,0.285473,1.69446,3774,29,0.63682,1307,1,1,58.9688
709,1,0.658561,0.208281,0.262015,0.121181,-0.0617135,0.955435,1.61997,3.07744,6.23401,3.26979,2.15336,0.681037,25.6042,40.2773,28.6092,3.30432,0.368694,0.585696,5.78549,1209,14,0.735816,1696,1,1,18.8906
710,1,0.47493,0.166494,0.121019,-0.31738,-0.221458,0.914101,1.41213,2.94281,6.28319,1.37876,0.654813,0.229555,14.0638,10.0053,9.40957,1.11937,4.83899,0.693132,0.968819,47,5,0.433188,925,1,0,0.734375
711,1,0.812527,0.672917,-0.348524,-0.0850933,-0.333891,0.871669,4.70163,1.90758,5.10187,1.6759,1.36172,1.12774,40.1523,30.3595,12.6034,2.69373,3.01525,0.733881,2.53632,655,15,0.771132,2518,1,0,10.2344
712,1,0.726685,0.370454,-0.236248,0.265167,0.23393,0.905069,3.54891,1.94243,2.21182,3.87415,2.81529,1.4352,26.6799,2.28431,23.3218,4.8262,2.55152,0.726135,4.23753,3767,24,0.582889,615,1,0,58.8594
713,1,0.758184,0.495218,0.0536799,0.214799,-0.0693464,0.972713,2.72427,0.0753913,0,1.52764,1.15823,0.756514,14.4701,24.1647,28.5335,2.17123,1.25473,0.44651,4.88611,343,8,0.797937,255,1,1,5.35938
714,1,0.567526,0.330724,-0.0962009,-0.223799,0.28304,0.927657,5.61314,2.0532,5.16484,2.4682,1.40077,0.816292,16.7241,13.5901,3.83212,2.73424,4.60255,0.49215,2.27291,685,16,0.608342,2164,1,0,10.7031
715,1,0.842011,0.720478,0.0485429,-0.268018,-0.00215342,0.962188,1.66808,2.01622,3.14159,0.744848,0.627171,0.536647,23.1719,15.9336,28.6445,1.2407,4.88933,0.551728,1.38938,64,4,0.78315,17,1,1,1
716,1,0.775427,0.552733,-0.159139,0.100073,0.131213,0.973367,5.1722,1.59641,5.77503,2.76963,2.14765,1.53087,27.5656,14.1309,1.68978,4.12613,2.71423,0.37823,3.83695,2354,17,0.833836,185,1,1,36.7812
717,1,0.545265,0.32309,-0.296931,-0.0665682,-0.145835,0.941346,2.39065,0.582673,6.28319,2.96667,1.61762,0.958501,18.235,20.8132,27.6289,3.23168,3.20843,0.61841,2.76735,1131,15,0.649042,2118,1,1,17.6719
718,1,0.666808,0.470537,0.125592,-0.258562,0.0313673,0.957282,3.22857,2.88781,6.28319,2.07332,1.38251,0.975573,40.8015,34.4002,28.3655,2.73291,5.19731,0.583127,1.15138,684,12,0.632368,1692,1,1,10.6875
719,1,0.870957,0.256678,-0.295845,-0.130132,0.29626,0.898761,0.560036,3.1296,1.47247,1.15594,1.00677,0.296704,42.4762,17.0655,0.116071,1.35842,3.8744,0.658219,3.04561,84,11,0.615335,609,1,1,1.3125
720,1,0.607959,0.329385,-0.194045,-0.347741,-0.237001,0.886145,1.40785,1.7454,3.14159,2.60476,1.58359,0.857968,3.84094,14.3945,9.64173,2.90557,3.94208,0.819146,1.81844,822,8,0.488218,139,1,0,12.8438
721,1,0.727833,0.554123,-0.267506,-0.0576442,0.354188,0.894242,2.46798,0.642896,6.28319,1.96966,1.43358,1.09144,42.6996,29.1649,14.157,2.87099,3.73095,0.554364,3.30647,793,12,0.814626,2242,1,0,12.3906
722,1,0.578491,0.480676,0.134209,0.0324504,-0.111536,0.984121,3.62267,2.8356,3.14159,1.82224,1.05415,0.875908,37.5798,7.22619,1.34286,2.32286,0.124382,0.277038,5.93309,420,11,0.699944,1691,1,0,6.5625
723,1,0.35613,0.240649,0.0420317,-0.366886,0.114094,0.922286,2.76208,0.0367856,0,1.258,0.448011,0.302737,41.5465,27.8023,20.3721,1.08667,4.94954,0.756481,1.57981,43,4,0.734234,376,1,0,0.671875
724,1,0.720306,0.54839,0.221835,0.204,-0.19501,0.933351,0.176836,2.78819,3.7957,2.00987,1.44772,1.10219,15.7422,43.5071,24.8264,2.8854,0.537568,0.612268,5.33367,805,13,0.719605,2492,1,0,12.5781
725,1,0.700082,0.527912,0.154105,0.303566,0.263402,0.902618,0.708678,2.74483,3.05946,1.84589,1.29228,0.974468,23.6141,31.4197,25.8179,2.59413,1.38498,0.694774,5.46607,585,15,0.729118,142,1,0,9.14062
726,1,0.694683,0.625379,-0.0749685,0.334092,-0.0204642,0.939331,1.97978,1.12568,4.42773,2.0029,1.39138,1.25257,38.7892,26.3184,27.0087,2.91496,1.76975,0.69894,4.46987,830,15,0.548922,456,1,1,12.9688
727,1,0.811954,0.440547,0.219033,-0.101812,-0.291436,0.925594,4.57063,2.71538,4.66728,1.51816,1.23268,0.668821,28.086,42.6503,9.38183,2.10149,5.54304,0.487904,0.130076,311,11,0.684028,2451,1,0,4.85938
728,1,0.765611,0.642528,0.00348315,0.260629,0.334023,0.905808,5.85352,2.79559,3.14159,1.75739,1.34548,1.12917,38.1361,4.13385,24.6165,2.7249,1.91072,0.527396,5.07904,678,17,0.762592,2087,1,0,10.5938
729,1,0.895254,0.26207,0.273738,0.232214,0.10657,0.927247,2.09333,0.290578,6.28319,0.749053,0.670593,0.196304,4.09091,9.92045,0.829545,0.869123,0.817939,0.734317,5.69411,22,4,0.39927,383,1,0,0.34375
730,1,0.878221,0.545876,-0.259768,-0.17297,0.29425,0.903338,5.15513,1.88652,4.35943,1.02433,0.899586,0.559156,43.2694,41.6143,11.876,1.56725,4.04394,0.634778,2.86904,129,5,0.710445,1424,1,0,2.01562
731,1,0.822236,0.632827,-0.158313,0.197104,0.199317,0.946763,6.21591,2.85355,3.86378,1.33306,1.09609,0.843597,31.9111,37.6234,3.19712,2.10374,2.45498,0.511167,4.2432,312,15,0.75037,1688,1,0,4.875
732,1,0.669182,0.353049,-0.311558,0.0258855,0.050557,0.948528,5.07025,1.61565,0.815533,2.05875,1.37768,0.72684,9.79002,20.9684,20.9748,2.47167,3.11195,0.635924,3.27774,506,10,0.643376,1050,1,0,7.90625
733,1,0.408987,0.351198,0.357875,0.19594,0.100947,0.907382,1.79107,1.12865,4.76051,0.920829,0.376607,0.323393,44.3661,10.1696,25.4911,0.941875,0.611725,0.840533,5.89305,28,5,0.700579,1202,1,0,0.4375
734,1,0.957027,0.885733,-0.106762,0.0914792,-0.340394,0.929713,0.673784,0.559027,1.64001,1.38068,1.32134,1.22291,13.4864,42.485,24.8504,2.56876,2.08217,0.282121,3.49908,568,13,0.772483,114,1,0,8.875
735,1,0.391558,0.260853,0.0868693,-0.245894,0.253785,0.931441,5.69921,2.89527,0.239175,1.12518,0.440571,0.293506,9.15625,31.9062,10.8125,0.984745,5.31799,0.527675,1.49721,32,5,0.371655,120,1,0,0.5
736,1,0.541375,0.448018,-0.334543,0.11295,0.00825723,0.935551,4.44905,1.49042,1.7648,0.987717,0.534725,0.442515,7.76923,5.08173,18.2788,1.15773,2.82481,0.721755,3.47603,52,5,0.393745,1552,1,0,0.8125
737,1,0.958754,0.763059,-0.165192,-0.286299,0.248529,0.910482,5.38625,0.151966,2.64922,1.90205,1.8236,1.45138,26.9019,8.17141,23.4254,3.35546,4.45553,0.673747,2.3606,1266,13,0.726379,1188,1,0,19.7812
738,1,0.716222,0.561786,0.18781,-0.109775,0.167692,0.961539,2.91884,3.02982,6.28319,2.62402,1.87938,1.47414,28.1253,37.1536,1.97409,3.7696,5.9269,0.438583,0.701608,1795,24,0.662791,2194,1,0,28.0469
739,1,0.564358,0.222882,-0.0985008,0.230638,0.316464,0.914852,2.60126,0.650051,0,4.22197,2.3827,0.941001,33.4975,3.1209,2.94933,4.04934,2.30746,0.506995,4.64179,2225,23,0.51812,490,1,0,34.7656
740,1,0.537175,0.265807,0.358536,-0.0489572,-0.327014,0.872993,5.41,2.35311,1.18955,3.13992,1.68669,0.834613,42.4299,10.4958,7.3876,3.18334,5.78907,0.740531,6.06048,1081,34,0.631812,808,1,0,16.8906
741,1,0.548576,0.360725,0.0300122,0.185753,0.272233,0.943655,1.39978,0.954803,0,3.98069,2.18371,1.43593,44.1792,14.1071,1.31422,4.447,1.69147,0.37858,5.15344,2947,40,0.529795,2131,1,1,46.0469
742,1,0.721278,0.603364,-0.339949,-0.128694,-0.118351,0.924048,4.80819,2.8653,4.16258,0.845281,0.609683,0.510012,12.8542,5.25,0.233333,1.2143,3.3761,0.744031,2.65231,60,5,0.4477,552,1,1,0.9375
743,1,0.670605,0.439909,-0.0524549,-0.0180806,-0.200015,0.978221,1.54256,3.08745,6.28319,2.33855,1.56824,1.02875,43.0466,27.2971,28.3818,3.05983,3.27184,0.111023,2.60797,960,12,0.770312,676,1,1,15
744,1,0.563313,0.472407,-0.121099,-0.288077,0.198345,0.928981,0.89422,3.00989,6.28319,3.13673,1.76696,1.48181,24.8315,11.8943,24.575,3.96129,4.5248,0.635638,2.17909,2083,18,0.757897,700,1,0,32.5469
745,1,0.511714,0.424765,0.239389,-0.0463198,0.144282,0.959026,1.48836,1.2464,2.81613,1.99207,1.01937,0.84616,33.0389,4.66723,13.6182,2.36629,6.24138,0.492624,0.340457,444,9,0.832012,1251,1,0,6.9375
746,1,0.759652,0.387398,0.0468587,-0.041437,-0.267994,0.961388,3.04293,1.15224,2.96506,1.30916,0.994503,0.507164,43.4837,28.0652,25.7428,1.60288,5.28726,0.125186,0.452215,138,6,0.287957,976,1,0,2.15625
747,1,0.827659,0.405743,0.234204,-0.0127413,-0.149323,0.960567,0.648689,1.58981,4.82939,3.06277,2.53493,1.2427,41.0642,4.2308,18.9463,4.03472,6.07462,0.473512,6.18332,2201,24,0.446191,2346,1,0,34.3906
748,1,0.748532,0.371959,0.280321,0.316643,-0.0416794,0.905218,1.74563,1.97931,1.29499,1.66595,1.24702,0.619667,27.803,19.697,26.0736,2.11269,0.800158,0.873281,5.39101,316,11,0.643605,2431,1,0,4.9375
749,1,0.597803,0.252693,-0.368988,-0.0364456,-0.115422,0.921519,5.57618,1.24254,2.05564,2.06976,1.23731,0.523012,8.01457,17.0169,2.19479,2.13475,3.11544,0.759706,2.91854,326,16,0.616893,1561,1,0,5.09375
750,1,0.485486,0.226078,0.00357747,-0.0856688,-0.191264,0.977786,6.24585,2.05885,6.28319,2.19566,1.06596,0.496389,8.74674,32.0326,11.775,1.90042,4.56095,0.171699,1.33589,230,12,0.219605,2694,1,0,3.59375
751,1,0.753532,0.496385,-0.215694,0.0797542,0.0969538,0.968357,3.32657,2.9979,6.28319,1.40282,1.05707,0.69634,28.485,36.818,8.473,1.95398,2.88722,0.464087,3.59555,250,14,0.600782,1100,1,0,3.90625
752,1,0.768803,0.35194,0.203111,0.0436464,-0.360377,0.909378,1.00245,1.16532,1.93035,2.48119,1.90754,0.87323,17.4736,37.4805,21.0551,3.11411,6.11755,0.418543,5.69421,1012,24,0.635684,349,1,0,15.8125
753,1,0.65767,0.625937,-0.170806,-0.0538024,0.0776013,0.980769,4.36521,1.5034,1.75532,3.86261,2.54033,2.41775,24.2725,27.3084,24.3484,5.59462,3.5257,0.360101,2.9154,5868,33,0.66865,2146,1,0,91.6875
754,1,0.714367,0.276141,0.0474589,-0.141751,0.185898,0.971132,2.52735,3.10504,5.65806,1.25975,0.899925,0.347869,4.30928,20.6985,0.121134,1.42516,5.2246,0.300094,1.43686,97,7,0.650102,1539,1,1,1.51562
755,1,0.86187,0.730451,-0.00640056,0.1525,-0.16487,0.974434,2.18269,0.511237,0,1.72217,1.48429,1.25796,41.2457,41.0489,15.6946,2.89493,1.44513,0.306466,4.50283,813,17,0.746101,2601,1,0,12.7031
756,1,0.741279,0.551002,0.211738,-0.302862,0.151725,0.916745,1.52002,2.86688,4.65417,1.3372,0.991239,0.7368,6.14372,36.4403,23.3927,1.94613,5.48654,0.757023,1.12468,247,10,0.747344,2558,1,0,3.85938
757,1,0.546876,0.199952,-0.284183,0.160949,-0.00934865,0.945118,2.30526,0.612742,0,1.66036,0.90801,0.331992,32.881,39.4571,6.87381,1.46331,2.61639,0.665398,3.64702,105,8,0.293432,1782,1,0,1.64062
758,1,0.510351,0.245541,0.150518,0.0183739,0.0734449,0.985704,4.42083,2.6196,6.28319,1.49298,0.761945,0.366588,35.5026,32.1589,24.6615,1.42025,0.195843,0.304445,6.23609,96,8,0.466901,1777,1,0,1.5
759,1,0.700272,0.52203,-0.308342,0.262659,0.092025,0.909652,1.76563,1.78491,3.14159,1.35055,0.94575,0.705026,43.7937,32.8318,12.9395,1.88094,2.53685,0.834064,3.94798,223,8,0.672556,967,1,0,3.48438
760,1,0.939741,0.575628,0.285858,0.2088,-0.304755,0.884202,5.82267,1.65183,5.27352,0.897666,0.843573,0.516721,39.0982,45.994,7.55952,1.35842,0.298943,0.723678,5.32041,84,4,0.329295,587,1,0,1.3125
761,1,0.62062,0.336564,-0.314093,0.256251,0.17457,0.897333,1.96107,2.33003,3.14159,0.871598,0.540931,0.293349,33.4297,40.0156,2.52344,0.984745,2.64941,0.834751,4.01806,32,6,0.478843,2194,1,0,0.5
762,1,0.7621,0.630346,0.120625,-0.243211,-0.0819967,0.958945,4.28676,2.74589,3.71289,0.952062,0.725567,0.600128,23.9126,41.3786,0.393204,1.45396,5.08751,0.549862,1.02508,103,5,0.683776,149,1,1,1.60938
763,1,0.47692,0.384446,0.193733,-0.310507,-0.279718,0.887587,5.28841,1.6051,2.06344,0.745388,0.35549,0.286562,21.8553,5.01316,17.6447,0.827672,4.96492,0.749388,0.707678,19,4,0.708404,2167,1,0,0.296875
764,1,0.862177,0.672798,-0.12248,0.150358,0.159336,0.967989,5.52331,2.80496,0,1.47732,1.27371,0.993936,34.9275,10.7994,12.9686,2.43867,2.41751,0.390333,4.19196,486,10,0.855703,664,1,0,7.59375
765,1,0.672648,0.414879,-0.0173975,-0.214213,0.0797267,0.973372,4.82217,2.01319,0.45419,1.97053,1.32547,0.817531,7.56791,14.2087,27.4429,2.47492,4.71308,0.433218,1.73356,508,9,0.550407,1614,1,1,7.9375
766,1,0.49683,0.269688,0.180983,-0.292078,-0.159319,0.925501,3.07672,0.513827,6.28319,1.83773,0.913041,0.495614,10.003,43.3537,26.8841,1.69781,5.09665,0.701507,0.845589,164,5,0.215423,2027,1,0,2.5625
767,1,0.619102,0.257177,0.306456,0.152532,-0.335244,0.877742,5.75734,0.19948,2.51727,0.946994,0.586286,0.243545,4.41129,8.57258,19.2823,0.974378,0.0969901,0.698764,5.45651,31,6,0.457382,1212,1,0,0.484375
768,1,0.776328,0.352682,0.236411,0.0779817,-0.345492,0.904801,1.00325,1.12995,2.09803,1.81783,1.41123,0.641116,6.34796,11.89,19.7314,2.31547,6.23705,0.503171,5.59981,416,13,0.747636,1574,1,0,6.5
769,1,0.875286,0.464241,-0.272019,-0.148171,0.242604,0.919344,1.77638,1.44079,2.01617,1.19915,1.0496,0.556694,42.1138,2.16317,15.3219,1.7081,3.89837,0.629874,2.90083,167,8,0.555491,1147,1,0,2.60938
770,1,0.56275,0.271547,0.325558,-0.276677,0.0225885,0.903854,5.5624,1.99646,1.9605,1.25742,0.707613,0.341449,33.1292,36.1917,2.5,1.2143,5.60376,0.882887,0.729396,60,8,0.216972,1588,1,0,0.9375
771,1,0.70145,0.496205,-0.0693683,-0.248096,-0.12686,0.957884,4.97759,2.07713,4.55318,1.06285,0.745536,0.527391,34.7974,20.3395,20.6211,1.4153,4.30808,0.521099,1.71176,95,7,0.438438,102,1,0,1.48438
772,1,0.890651,0.298488,-0.200686,0.205267,-0.267639,0.919761,5.93779,2.23161,4.67651,3.43974,3.06361,1.02672,41.1817,41.9772,10.075,4.28309,2.06174,0.582335,3.65511,2633,22,0.616393,2274,1,0,41.1406
773,1,0.794974,0.289412,-0.27576,-0.278522,-0.0193322,0.919787,4.13425,0.0662467,0.635485,1.93568,1.53882,0.560209,17.4847,25.7465,28.7036,2.33387,3.91096,0.805482,2.33019,426,8,0.783167,1531,1,1,6.65625
774,1,0.705215,0.589779,-0.202597,-0.0682052,-0.118745,0.96964,5.46327,2.2779,2.48578,6.04336,4.26187,3.56424,23.023,16.4971,10.2425,8.65965,3.34447,0.430864,2.695,21761,39,0.540539,1857,1,0,340.016
775,1,0.764225,0.446281,-0.145711,-0.215099,0.263963,0.928883,0.295846,1.52664,4.33231,0.814875,0.622747,0.363663,22.9826,44.3721,22.2093,1.08667,4.39386,0.525644,2.44308,43,5,0.496011,1951,1,0,0.671875
776,1,0.540143,0.274828,-0.253471,0.104732,0.0805712,0.958275,2.05381,0.869707,0,1.81189,0.978681,0.497958,45.1329,2.85266,0.444444,1.83484,2.83365,0.555632,3.6173,207,8,0.51129,2504,1,1,3.23438
777,1,0.79203,0.45402,-0.15199,0.369464,0.106623,0.910509,1.65356,1.7059,2.79074,2.6533,2.10149,1.20465,44.1186,16.3397,18.127,3.69243,2.07765,0.821955,4.43868,1687,13,0.72169,1940,1,0,26.3594
778,1,0.416042,0.163033,-0.00839741,-0.225902,-0.0977643,0.969195,0.0604299,2.37588,4.49598,3.0827,1.28253,0.502581,34.3987,6.66255,4.10545,2.43867,4.5747,0.456059,1.50742,486,17,0.632129,620,1,0,7.59375
779,1,0.775484,0.554031,0.32748,-0.0980053,0.0408908,0.938872,2.88699,1.46636,1.60777,3.78451,2.93483,2.09674,22.3555,38.3969,13.0955,5.59906,6.03592,0.697728,0.334314,5882,38,0.742341,902,1,0,91.9062
780,1,0.721488,0.624351,-0.374989,0.0692257,-0.139964,0.913784,1.31603,0.648934,3.74335,2.16229,1.56007,1.35003,30.2479,33.3779,11.5614,3.26374,2.80705,0.782459,3.17216,1165,13,0.791178,2018,1,0,18.2031
781,1,0.515731,0.488518,0.214838,0.00646744,0.19405,0.957156,6.22061,1.90515,4.26432,1.0166,0.524294,0.496629,24.9375,15.9258,20.7031,1.2407,0.23012,0.433252,0.16993,64,8,0.596713,2455,1,0,1
782,1,0.700256,0.465731,-0.359856,0.135246,-0.123795,0.914815,0.689294,1.33661,1.75347,1.7726,1.24127,0.825555,44.1747,9.01404,7.61517,2.36807,2.64759,0.789185,3.36659,445,10,0.637281,1225,1,0,6.95312
783,1,0.690699,0.55679,-0.17008,-0.0647181,0.0992539,0.978281,0.558094,0.954276,1.15309,2.72495,1.88212,1.51723,28.1783,9.75539,17.944,3.90405,3.6063,0.365993,2.87911,1994,16,0.797987,430,1,0,31.1562
784,1,0.58818,0.179923,0.299488,-0.153057,0.124097,0.933531,4.36357,0.263809,2.59293,2.43878,1.43444,0.438792,20.6755,2.88181,18.9928,2.18381,5.94289,0.68604,0.604616,349,8,0.438762,2293,1,0,5.45312
785,1,0.511306,0.27758,-0.122134,-0.228016,0.0495279,0.964696,2.15348,2.21186,3.14159,0.896804,0.458541,0.248935,20.5341,9.36364,3.81818,0.869123,4.27193,0.523281,2.11384,22,2,0.331106,1234,1,0,0.34375
786,1,0.456036,0.304157,0.229679,-0.33115,0.21853,0.888725,0.72424,0.751522,0.556402,1.40249,0.639584,0.426577,35.628,23.8155,4.19345,1.35842,5.5599,0.829596,1.2055,84,5,0.368202,699,1,0,1.3125
787,1,0.612968,0.365937,0.0479715,-0.167111,-0.301704,0.937415,5.56153,0.438762,2.25453,0.665559,0.407966,0.243553,32.0312,39.6719,21.1562,0.781593,4.68056,0.349496,0.979872,16,5,0.598739,1332,1,0,0.25
788,1,0.766802,0.482024,-0.125012,-0.165222,0.326126,0.922343,6.15272,2.36623,1.0248,3.94199,3.02273,1.90014,27.9236,27.6395,21.9648,5.44544,4.40452,0.417396,2.55839,5411,23,0.563047,177,1,0,84.5469
789,1,0.629126,0.4512,-0.251219,0.0988438,0.21717,0.93806,0.489525,2.86423,0,1.52855,0.961649,0.68968,42.1421,44.75,0.387967,1.93025,2.99424,0.546713,3.74395,241,10,0.548307,2332,1,1,3.76562
790,1,0.588178,0.386785,-0.320364,-0.0836687,0.264592,0.905736,1.87867,1.1964,4.35769,2.51285,1.478,0.971932,38.4835,43.1987,26.9925,2.91847,3.68127,0.674959,3.17035,833,11,0.472593,2560,1,1,13.0156
791,1,0.609667,0.277749,-0.0931017,0.18696,0.0271397,0.977569,5.18811,1.98974,0.524278,1.23386,0.752241,0.342702,14.3378,26.5,20.277,1.30222,2.06058,0.420816,4.27812,74,7,0.492183,1530,1,0,1.15625
792,1,0.642838,0.510742,-0.300538,0.141287,-0.350376,0.875758,2.49983,1.32158,1.49783,1.27613,0.820345,0.651773,43.8029,9.35735,28.2162,1.71826,2.32156,0.677041,3.20047,170,6,0.693372,2345,1,1,2.65625
793,1,0.936506,0.807252,-0.286329,0.102702,-0.104334,0.94688,4.92165,1.42296,3.96369,2.70167,2.53013,2.18093,4.99204,27.7672,7.79574,4.82791,2.68746,0.618177,3.37624,3771,25,0.747925,1075,1,0,58.9219
794,1,0.553482,0.50585,-0.183138,-0.0589843,0.353832,0.915306,2.7171,3.09526,6.28319,1.93328,1.07004,0.977951,30.1498,38.8096,20.8412,2.46022,3.82205,0.38722,3.19889,499,17,0.659327,1384,1,0,7.79688
795,1,0.724954,0.616279,-0.0625247,0.307996,-0.287205,0.904844,3.29925,2.95126,4.58323,0.92785,0.672648,0.571814,20.7416,10.3736,28.6994,1.38485,1.46373,0.639394,4.20476,89,5,0.696634,2623,1,1,1.39062
796,1,0.729647,0.438343,0.326075,-0.0669262,0.226611,0.915338,4.68355,2.30309,0,1.89189,1.38041,0.829296,27.2398,12.6982,5.81007,2.52739,0.0402546,0.678696,0.445127,541,14,0.702399,1234,1,0,8.45312
797,1,0.59766,0.296415,-0.238974,-0.234588,0.120433,0.934535,1.30325,1.93491,3.40854,3.623,2.16532,1.07391,3.79402,15.635,2.52022,3.96572,4.04589,0.682942,2.49362,2090,14,0.678585,2135,1,0,32.6562
798,1,0.628333,0.536935,-0.246636,-0.0808097,-0.0135172,0.965639,5.30258,2.60259,3.14159,1.95491,1.22833,1.04966,38.0635,23.0708,15.2786,2.68134,3.44422,0.525085,2.81097,646,18,0.798683,249,1,0,10.0938
799,1,0.628306,0.285435,0.0996898,-0.172836,-0.312515,0.928722,2.97939,3.05313,0,2.15249,1.35242,0.614394,9.41648,15.2149,28.6297,2.37514,4.91097,0.401748,0.723022,449,9,0.720114,1476,1,1,7.01562
800,1,0.75342,0.659344,0.0376429,-0.053957,0.00453614,0.997823,1.75763,1.29071,3.88226,3.78387,2.85084,2.49487,12.5965,29.3046,9.09084,5.91672,5.32608,0.131677,0.966198,6941,66,0.824094,604,1,0,108.453
801,1,0.853074,0.451421,-0.0231199,-0.225315,-0.100173,0.968847,5.36499,1.62607,4.73313,3.77016,3.21622,1.70193,41.1342,35.0986,13.328,5.36682,4.50711,0.456962,1.57002,5180,30,0.71957,1395,1,0,80.9375
802,1,0.434007,0.257115,-0.109156,0.242451,0.0256085,0.963663,0.0470811,1.215,1.36028,1.4795,0.642114,0.380403,13.8464,30.8313,13.6717,1.35301,2.0204,0.538254,4.31592,83,8,0.461524,154,1,0,1.29688
803,1,0.594167,0.499648,0.0641024,0.0795894,0.311091,0.94487,2.05587,2.65679,3.14159,1.27367,0.75677,0.636384,5.365,44.4383,2.95833,1.64805,1.21083,0.204744,5.70849,150,4,0.631565,1518,1,0,2.34375
804,1,0.350899,0.226975,0.345941,-0.162711,-0.176585,0.90701,1.94918,1.12314,4.42822,1.96242,0.688613,0.445421,23.0612,6.19728,28.631,1.63699,5.65126,0.784559,0.247359,147,4,0.627416,1445,1,1,2.29688
805,1,0.660278,0.436338,-0.0138189,-0.0167572,0.273789,0.961544,3.97511,1.21137,1.60275,1.05201,0.694617,0.45903,29.6677,39.8018,8.92683,1.34755,4.30019,0.0434442,2.53779,82,9,0.630523,789,1,0,1.28125
806,1,0.808883,0.525763,-0.27836,-0.224726,0.106982,0.927668,1.80897,0.744128,4.24121,1.93869,1.56817,1.01929,14.0756,16.8632,6.12399,2.81059,3.9356,0.731718,2.57722,744,16,0.576145,2367,1,0,11.625
807,1,0.912171,0.80547,0.15285,-0.28444,0.340338,0.88312,5.12487,0.621347,2.37388,2.10989,1.92458,1.69945,24.2109,34.3073,22.5959,3.72569,5.57333,0.657599,1.44554,1733,21,0.721319,1241,1,0,27.0781
808,1,0.87494,0.50841,-0.222243,-0.22539,0.151353,0.936429,1.00444,2.9575,0.638591,2.83777,2.48288,1.44275,36.9979,25.7695,22.0743,4.20354,4.09426,0.644143,2.5094,2489,19,0.635577,812,1,0,38.8906
809,1,0.814694,0.654336,-0.249291,-0.157542,-0.221932,0.929398,0.881285,3.06204,6.28319,2.22829,1.81538,1.45805,28.9671,41.8286,24.5285,3.54192,3.47078,0.5987,2.3436,1489,14,0.740572,2221,1,0,23.2656
810,1,0.788261,0.491321,-0.0608159,0.279295,0.16278,0.944351,5.82351,0.181039,2.2487,0.989106,0.779674,0.485969,39.2528,2.96348,23.7051,1.38485,1.95589,0.579766,4.66868,89,5,0.545485,261,1,0,1.39062
811,1,0.665671,0.518158,0.266554,-0.260932,-0.110246,0.921254,0.123805,1.62921,3.91143,1.67055,1.11204,0.865609,18.8464,43.8151,23.7852,2.2545,5.38934,0.764502,0.655636,384,9,0.560809,461,1,0,6
812,1,0.501643,0.131335,-0.283762,0.343182,-0.149867,0.882748,5.51592,3.07093,1.9791,2.17803,1.09259,0.286051,17.0261,11.2423,8.29601,1.69435,2.09353,0.923026,3.85332,163,9,0.568535,2743,1,0,2.54688
813,1,0.702045,0.39691,0.186083,-0.291104,0.166886,0.923461,3.04399,2.95419,6.28319,1.3574,0.952957,0.538766,43.1802,29.1439,11.032,1.72498,5.45995,0.705538,1.18082,172,7,0.66129,845,1,0,2.6875
814,1,0.30788,0.217145,0.329638,0.0930734,-0.00379472,0.939501,0.00215619,1.89593,4.24633,2.40023,0.738984,0.521197,10.6466,6.64163,1.1133,1.82294,0.271148,0.699207,6.00396,203,7,0.368704,2281,1,1,3.17188
815,1,0.830583,0.612175,-0.0630139,-0.159906,-0.373731,0.911474,1.04946,0.958715,1.76721,1.9981,1.65959,1.22319,26.8184,32.1283,25.9341,3.11103,3.94788,0.345462,1.55706,1009,15,0.687965,749,1,0,15.7656
816,1,0.751774,0.328066,-0.130715,-0.267993,-0.166694,0.939844,1.41978,1.48381,2.8943,1.61717,1.21575,0.530539,6.8038,34.6772,26.1709,1.91951,4.08305,0.605553,1.84906,237,11,0.437327,1699,1,0,3.70312
817,1,0.862367,0.4753,-0.358992,0.0255594,0.0856882,0.929047,5.10605,0.238364,2.41363,2.05453,1.77176,0.976517,12.4673,16.5859,28.3481,2.99693,3.16249,0.736324,3.30464,902,10,0.759813,2252,1,1,14.0938
818,1,0.723259,0.536928,0.136877,0.343863,0.25097,0.894448,2.69959,0.861261,0.810863,4.79249,3.46621,2.57322,5.58619,29.1147,22.6403,6.66331,1.46552,0.758243,5.36477,9914,31,0.484656,1199,1,0,154.906
819,1,0.837937,0.477307,0.0339871,0.244262,0.0254563,0.968779,0.988854,1.6677,6.18043,0.548502,0.45961,0.261804,17.5156,35,23.9844,0.781593,1.45881,0.498372,4.87691,16,2,0.604703,927,1,0,0.25
820,1,0.660842,0.544229,-0.21813,0.116017,-0.0397532,0.968183,2.34443,0.562374,6.28319,2.93396,1.93888,1.59675,10.1723,4.1913,19.0346,4.06625,2.61174,0.499298,3.58938,2253,23,0.678034,2580,1,0,35.2031
